Dewey,Title,Subject,CheckoutDate,CheckoutCount,DaysCheckedOut,Topic,Contribution,TopicTerms,,,,,,,,
12,new Steinbeck bibliography,Steinbeck John 1902 1968 Bibliography,40758,1,6,9,0.5,bibliography biography women revolution public fiction library finance buildings congress,,,,,,,,
12,John Steinbeck a concise bibliography 1930 65,Steinbeck John 1902 1968 Bibliography,40758,1,6,9,0.4,bibliography biography women revolution public fiction library finance buildings congress,,,,,,,,
385,Mixed train daily a book of short line railroads,Railroads United States History,40760,1,44,35,0.222,design bible gold water railroad coins ages roads car model,,,,,,,,
929,genealogy of Mary Wentworth who became the wife of William Brewster,Wentworth family,40763,2,37,15,1,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
363,Working healthy your health card manual food beverage workers manual,Food handling Handbooks manuals etc,40763,1,2,25,0.364,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
791,TV toys and the shows that inspired them,Toys Collectors and collecting United States Catalogs,40763,5,4,10,0.75,art guide catalogs collectors collecting government illustrated politics collections price,,,,,,,,
974,Norristown 1812 1912,Norristown Pa History,40764,1,33,37,0.333,history industry military food aircraft technology money events man franklin,,,,,,,,
979,Land of the sky blue water a history of the L D S settlement of the Bear Lake Valley,Mormons Bear Lake Valley Idaho and Utah,40764,3,15,27,0.143,history early making wine kentucky white italy study americas physics,,,,,,,,
16,Bibliography on Mima type microrelief or Pimpled plains of Western North America,Mounds West U S Bibliography,40764,1,15,31,0.182,washington state sound puget region resources mines plan high king,,,,,,,,
359,Forests and French sea power 1660 1789,Timber,40765,4,28,5,0.5,years national complete france park french color furniture hundred mount,,,,,,,,
929,Hemry family history book,Henry family,40765,3,62,21,0.25,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
494,simplified grammar of the Ottoman Turkish language,Turkish language Grammar,40766,1,33,36,0.5,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
979,Fort Whitman on Puget Sound 1911 1945,Fort Whitman Wash History,40766,1,31,31,0.333,washington state sound puget region resources mines plan high king,,,,,,,,
738,Torquay mottowares,Torquay moto wares,40766,1,33,18,0.5,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
629,Porsche 356 performance handbook,Porsche 356 automobile Conservation and restoration,40766,1,12,26,0.333,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
637,bacillus of long life a manual of the preparation and souring of milk for dietary purposes together with an historical account of the use of fermented milks from the earliest times to the present day and their wonderful effect in the prolon,Longevity,40770,2,36,19,0.35,family including present account records thomas time day times materials,,,,,,,,
929,story of the Bloods including an account of the early generations of the family in America in genealogical lines from Robert Blood of Concord and Richard Blood of Groton,Blood family,40770,3,34,19,0.294,family including present account records thomas time day times materials,,,,,,,,
738,Caughley and Coalport porcelain,Coalport porcelain,40770,2,57,14,1,periodicals japanese japan james notes ship index information symbols psychology,,,,,,,,
627,worlds sea lanes lead to the port of Portland Oregon U S A development progress facilities of the port,Harbors Oregon Portland,40770,1,70,29,0.25,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
929,Our Weaver family they of yesteryears and we of today,Weaver family,40770,1,49,19,0.4,family including present account records thomas time day times materials,,,,,,,,
929,Whitcomb family history,Whitcomb family,40770,2,57,27,0.333,history early making wine kentucky white italy study americas physics,,,,,,,,
655,Phillips old fashioned type book showings alphabetical and otherwise of approximately one thousand odd fonts of old fashioned exotic ancient and antique type faces old time printers ornaments borders cuts etc old reprints of history and,Type and type founding,40771,3,7,34,0.16,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
500,One two three infinity facts speculations of science,Science,40771,19,28,1,0.6,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
799,Fishing lure collectibles an identification and value guide to the most collectible antique fishing lures,Fishing lures Collectors and collecting,40771,1,8,14,0.364,periodicals japanese japan james notes ship index information symbols psychology,,,,,,,,
977,Historical collections of Brown County Ohio,Brown County Ohio History,40772,1,36,28,0.571,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
937,greatness and decline of Rome,Rome History,40772,1,7,6,0.5,river valley story roman italian mexico egypt collection fishes identification,,,,,,,,
785,Program,Concert programs New York State New York,40772,81,27,4,0.667,york architecture army city year construction planes philosophy henry fighter,,,,,,,,
573,Basic design measurements for sitting,Anthropometry,40774,2,27,21,0.333,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
929,Hulls in the American Revolution 1775 1783 a source book veterans patriots and loyalists including some with the Holl Hohl Hole and Huls Hulls surnames with information on wives selected children and Hull women married to Revolutionary W,Hull family,40778,2,29,21,0.167,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
919,toll of the Arctic seas,Arctic regions Discovery and exploration History,40778,1,47,19,0.286,family including present account records thomas time day times materials,,,,,,,,
929,Pumphrey pedigree,Pumphrey family,40778,2,61,15,0.5,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
623,North American steamboat register,Steamboats United States,40779,4,55,12,0.4,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
603,German English technical and engineering dictionary,Technology Dictionaries,40779,3,2,36,0.4,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
495,Merriam Websters Chinese English dictionary,English language Dictionaries Chinese,40780,208,25,36,0.714,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
797,Rules for stock outboard pro outboard modified outboard outboard performance craft,Motorboat racing Rules Periodicals,40781,1,46,25,0.308,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
5,Quick language essentials a programmers reference for Microsofts Quick languages,C Computer program language,40782,6,12,36,0.222,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
821,Browning cyclopÌÄå¢Ìâ‰âÂÌâèÏdia a guide to the study of the works of Robert Browning with copious explanatory notes and references on all different passages,Browning Robert 1812 1889 Dictionaries,40783,2,16,1,0.308,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
669,development of a sulphuric acid baking roasting and leaching process for the extraction of manganese from the high silica ores of the Olympic Peninsula of Washington First progress report,Manganese ores Washington State,40795,1,12,31,0.3,washington state sound puget region resources mines plan high king,,,,,,,,
353,State of Washington capital budget instructions,Capital budget Washington State Periodicals,40795,2,14,31,0.333,washington state sound puget region resources mines plan high king,,,,,,,,
388,Building projects that build communities recommended best practices,Transportation Washington State Planning Citizen participation,40795,4,13,31,0.2,washington state sound puget region resources mines plan high king,,,,,,,,
388,Public transportation and intercity rail passenger plan for Washington State 1997 2016,Transportation Washington State Planning,40795,4,13,31,0.6,washington state sound puget region resources mines plan high king,,,,,,,,
361,Foundation growth and giving estimates,Endowments United States Periodicals,40795,1,13,12,0.333,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
388,Washington State long range plan for Amtrak Cascades,Amtrak,40795,4,13,20,0.333,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
668,Soap making it using it enjoying it,Soap,40798,1,87,25,0.5,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
668,Soap its composition manufacture and properties,Soap,40798,1,87,6,0.5,river valley story roman italian mexico egypt collection fishes identification,,,,,,,,
